prompt,completion
"What was the Percent Chronic Physical Health Conditions in Richland, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Richland, South Carolina, in 2022 was 28,3."
"What was the Percent Chronic Behavioral Health Conditions in Richland, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Richland, South Carolina, in 2022 was 23,5."
"What was the SMM Per 10000 Deliveries in Richland, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Richland, South Carolina, in 2022 was 71,2."
"What was the Percent Potentially Avoidable Primary Cesareans in Richland, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Richland, South Carolina, in 2022 was 23,5."
"What was the Maternity Care Desert in Richland, South Carolina, in 2022?","The Maternity Care Desert in Richland, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Richland, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Richland, South Carolina, in 2022 was Med."
"What was the MVI Reproductive Health in Richland, South Carolina, in 2022?","The MVI Reproductive Health in Richland, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Richland, South Carolina, in 2022?","The MVI Physical Health in Richland, South Carolina, in 2022 was Med."
"What was the MVI Mental Health in Richland, South Carolina, in 2022?","The MVI Mental Health in Richland, South Carolina, in 2022 was Med."
"What was the MVI General Health in Richland, South Carolina, in 2022?","The MVI General Health in Richland, South Carolina, in 2022 was Low."
"What was the MVI Socioeconomic Determinants in Richland, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Richland, South Carolina, in 2022 was Med."
"What was the MVI Physical Environment in Richland, South Carolina, in 2022?","The MVI Physical Environment in Richland, South Carolina, in 2022 was High."
"What was the population of Richland, South Carolina, in 2022?","The population of Richland, South Carolina, in 2022 was 416147."
"What is the area in square kilometers of Richland, South Carolina?","The area of Richland, South Carolina, is 1999,350908 square kilometers."
"What is the GNIS name associated with Richland, South Carolina?","The GNIS name associated with Richland, South Carolina, is Richland County."
"What was the Total Deliveries in Horry, South Carolina, in 2022?","The Total Deliveries in Horry, South Carolina, in 2022 was 3068."
"What was the Percent Total Deliveries in Horry, South Carolina, in 2022?","The Percent Total Deliveries in Horry, South Carolina, in 2022 was 6,4."
"What was the Percent Medicaid Deliveries in Horry, South Carolina, in 2022?","The Percent Medicaid Deliveries in Horry, South Carolina, in 2022 was 69,2."
"What was the Percent Uninsured Deliveries in Horry, South Carolina, in 2022?","The Percent Uninsured Deliveries in Horry, South Carolina, in 2022 was 0,8."
"What was the Percent Rural Deliveries in Horry, South Carolina, in 2022?","The Percent Rural Deliveries in Horry, South Carolina, in 2022 was 26,3."
"What was the Percent Birthing Persons of Color in Horry, South Carolina, in 2022?","The Percent Birthing Persons of Color in Horry, South Carolina, in 2022 was 38,5."
"What was the Percent Black Non-Hispanic Birthing Persons in Horry, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Horry, South Carolina, in 2022 was 18,9."
"What was the Percent Hispanic Birthing Persons in Horry, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Horry, South Carolina, in 2022 was 16,4."
"What was the Percent Other Non-Hispanic Birthing Persons in Horry, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Horry, South Carolina, in 2022 was 3,2."
"What was the Percent Premature Deliveries in Horry, South Carolina, in 2022?","The Percent Premature Deliveries in Horry, South Carolina, in 2022 was 11,1."
"What was the Percent Low Birthweight Deliveries in Horry, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Horry, South Carolina, in 2022 was 8,4."
"What was the Percent Chronic Physical Health Conditions in Horry, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Horry, South Carolina, in 2022 was 21,8."
"What was the Percent Chronic Behavioral Health Conditions in Horry, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Horry, South Carolina, in 2022 was 22,1."
"What was the SMM Per 10000 Deliveries in Horry, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Horry, South Carolina, in 2022 was 61,9."
"What was the Percent Potentially Avoidable Primary Cesareans in Horry, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Horry, South Carolina, in 2022 was 26,4."
"What was the Maternity Care Desert in Horry, South Carolina, in 2022?","The Maternity Care Desert in Horry, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Horry, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Horry, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Horry, South Carolina, in 2022?","The MVI Reproductive Health in Horry, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Horry, South Carolina, in 2022?","The MVI Physical Health in Horry, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Horry, South Carolina, in 2022?","The MVI Mental Health in Horry, South Carolina, in 2022 was High."
"What was the MVI General Health in Horry, South Carolina, in 2022?","The MVI General Health in Horry, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Horry, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Horry, South Carolina, in 2022 was Med."
"What was the MVI Physical Environment in Horry, South Carolina, in 2022?","The MVI Physical Environment in Horry, South Carolina, in 2022 was Med."
"What was the population of Horry, South Carolina, in 2022?","The population of Horry, South Carolina, in 2022 was 351029."
"What is the area in square kilometers of Horry, South Carolina?","The area of Horry, South Carolina, is 3249,724706 square kilometers."
"What is the GNIS name associated with Horry, South Carolina?","The GNIS name associated with Horry, South Carolina, is Horry County."
"What was the Total Deliveries in Abbeville, South Carolina, in 2022?","The Total Deliveries in Abbeville, South Carolina, in 2022 was 187."
"What was the Percent Total Deliveries in Abbeville, South Carolina, in 2022?","The Percent Total Deliveries in Abbeville, South Carolina, in 2022 was 0,4."
"What was the Percent Medicaid Deliveries in Abbeville, South Carolina, in 2022?","The Percent Medicaid Deliveries in Abbeville, South Carolina, in 2022 was 67,4."
"What was the Percent Uninsured Deliveries in Abbeville, South Carolina, in 2022?","The Percent Uninsured Deliveries in Abbeville, South Carolina, in 2022 was 2,7."
"What was the Percent Rural Deliveries in Abbeville, South Carolina, in 2022?","The Percent Rural Deliveries in Abbeville, South Carolina, in 2022 was 98,9."
"What was the Percent Birthing Persons of Color in Abbeville, South Carolina, in 2022?","The Percent Birthing Persons of Color in Abbeville, South Carolina, in 2022 was 33,2."
"What was the Percent Black Non-Hispanic Birthing Persons in Abbeville, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Abbeville, South Carolina, in 2022 was 31,6."
"What was the Percent Hispanic Birthing Persons in Abbeville, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Abbeville, South Carolina, in 2022 was 1,6."
"What was the Percent Other Non-Hispanic Birthing Persons in Abbeville, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Abbeville, South Carolina, in 2022 was 0."
"What was the Percent Premature Deliveries in Abbeville, South Carolina, in 2022?","The Percent Premature Deliveries in Abbeville, South Carolina, in 2022 was 10,2."
"What was the Percent Low Birthweight Deliveries in Abbeville, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Abbeville, South Carolina, in 2022 was 5,9."
"What was the Percent Chronic Physical Health Conditions in Abbeville, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Abbeville, South Carolina, in 2022 was 19,8."
"What was the Percent Chronic Behavioral Health Conditions in Abbeville, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Abbeville, South Carolina, in 2022 was 35,8."
"What was the SMM Per 10000 Deliveries in Abbeville, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Abbeville, South Carolina, in 2022 was 0."
"What was the Percent Potentially Avoidable Primary Cesareans in Abbeville, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Abbeville, South Carolina, in 2022 was 29,5."
"What was the Maternity Care Desert in Abbeville, South Carolina, in 2022?","The Maternity Care Desert in Abbeville, South Carolina, in 2022 was Maternity Care Desert."
"What was the Maternal Vulnerability Index (MVI) Score in Abbeville, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Abbeville, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Abbeville, South Carolina, in 2022?","The MVI Reproductive Health in Abbeville, South Carolina, in 2022 was High."
"What was the MVI Physical Health in Abbeville, South Carolina, in 2022?","The MVI Physical Health in Abbeville, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Abbeville, South Carolina, in 2022?","The MVI Mental Health in Abbeville, South Carolina, in 2022 was High."
"What was the MVI General Health in Abbeville, South Carolina, in 2022?","The MVI General Health in Abbeville, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Abbeville, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Abbeville, South Carolina, in 2022 was Med."
"What was the MVI Physical Environment in Abbeville, South Carolina, in 2022?","The MVI Physical Environment in Abbeville, South Carolina, in 2022 was High."
"What was the population of Abbeville, South Carolina, in 2022?","The population of Abbeville, South Carolina, in 2022 was 24295."
"What is the area in square kilometers of Abbeville, South Carolina?","The area of Abbeville, South Carolina, is 1325,405212 square kilometers."
"What is the GNIS name associated with Abbeville, South Carolina?","The GNIS name associated with Abbeville, South Carolina, is Abbeville County."
"What was the Total Deliveries in Cherokee, South Carolina, in 2022?","The Total Deliveries in Cherokee, South Carolina, in 2022 was 490."
"What was the Percent Total Deliveries in Cherokee, South Carolina, in 2022?","The Percent Total Deliveries in Cherokee, South Carolina, in 2022 was 1."
"What was the Percent Medicaid Deliveries in Cherokee, South Carolina, in 2022?","The Percent Medicaid Deliveries in Cherokee, South Carolina, in 2022 was 81,2."
"What was the Percent Uninsured Deliveries in Cherokee, South Carolina, in 2022?","The Percent Uninsured Deliveries in Cherokee, South Carolina, in 2022 was 2,2."
"What was the Percent Rural Deliveries in Cherokee, South Carolina, in 2022?","The Percent Rural Deliveries in Cherokee, South Carolina, in 2022 was 19,2."
"What was the Percent Birthing Persons of Color in Cherokee, South Carolina, in 2022?","The Percent Birthing Persons of Color in Cherokee, South Carolina, in 2022 was 34,1."
"What was the Percent Black Non-Hispanic Birthing Persons in Cherokee, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Cherokee, South Carolina, in 2022 was 25,7."
"What was the Percent Hispanic Birthing Persons in Cherokee, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Cherokee, South Carolina, in 2022 was 7,6."
"What was the Percent Other Non-Hispanic Birthing Persons in Cherokee, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Cherokee, South Carolina, in 2022 was 0,8."
"What was the Percent Premature Deliveries in Cherokee, South Carolina, in 2022?","The Percent Premature Deliveries in Cherokee, South Carolina, in 2022 was 10,4."
"What was the Percent Low Birthweight Deliveries in Cherokee, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Cherokee, South Carolina, in 2022 was 10."
"What was the Percent Chronic Physical Health Conditions in Cherokee, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Cherokee, South Carolina, in 2022 was 24,3."
"What was the Percent Chronic Behavioral Health Conditions in Cherokee, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Cherokee, South Carolina, in 2022 was 32,2."
"What was the SMM Per 10000 Deliveries in Cherokee, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Cherokee, South Carolina, in 2022 was 81,6."
"What was the Percent Potentially Avoidable Primary Cesareans in Cherokee, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Cherokee, South Carolina, in 2022 was 18,3."
"What was the Maternity Care Desert in Cherokee, South Carolina, in 2022?","The Maternity Care Desert in Cherokee, South Carolina, in 2022 was Low Access to Care."
"What was the Maternal Vulnerability Index (MVI) Score in Cherokee, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Cherokee, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Cherokee, South Carolina, in 2022?","The MVI Reproductive Health in Cherokee, South Carolina, in 2022 was High."
"What was the MVI Physical Health in Cherokee, South Carolina, in 2022?","The MVI Physical Health in Cherokee, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Cherokee, South Carolina, in 2022?","The MVI Mental Health in Cherokee, South Carolina, in 2022 was Med."
"What was the MVI General Health in Cherokee, South Carolina, in 2022?","The MVI General Health in Cherokee, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Cherokee, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Cherokee, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Cherokee, South Carolina, in 2022?","The MVI Physical Environment in Cherokee, South Carolina, in 2022 was High."
"What was the population of Cherokee, South Carolina, in 2022?","The population of Cherokee, South Carolina, in 2022 was 56216."
"What is the area in square kilometers of Cherokee, South Carolina?","The area of Cherokee, South Carolina, is 1029,462505 square kilometers."
"What is the GNIS name associated with Cherokee, South Carolina?","The GNIS name associated with Cherokee, South Carolina, is Cherokee County."
"What was the Total Deliveries in Lancaster, South Carolina, in 2022?","The Total Deliveries in Lancaster, South Carolina, in 2022 was 395."
"What was the Percent Total Deliveries in Lancaster, South Carolina, in 2022?","The Percent Total Deliveries in Lancaster, South Carolina, in 2022 was 0,8."
"What was the Percent Medicaid Deliveries in Lancaster, South Carolina, in 2022?","The Percent Medicaid Deliveries in Lancaster, South Carolina, in 2022 was 80,8."
"What was the Percent Uninsured Deliveries in Lancaster, South Carolina, in 2022?","The Percent Uninsured Deliveries in Lancaster, South Carolina, in 2022 was 0,5."
"What was the Percent Rural Deliveries in Lancaster, South Carolina, in 2022?","The Percent Rural Deliveries in Lancaster, South Carolina, in 2022 was 23,5."
"What was the Percent Birthing Persons of Color in Lancaster, South Carolina, in 2022?","The Percent Birthing Persons of Color in Lancaster, South Carolina, in 2022 was 46,8."
"What was the Percent Black Non-Hispanic Birthing Persons in Lancaster, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Lancaster, South Carolina, in 2022 was 32,9."
"What was the Percent Hispanic Birthing Persons in Lancaster, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Lancaster, South Carolina, in 2022 was 12,4."
"What was the Percent Other Non-Hispanic Birthing Persons in Lancaster, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Lancaster, South Carolina, in 2022 was 1,5."
"What was the Percent Premature Deliveries in Lancaster, South Carolina, in 2022?","The Percent Premature Deliveries in Lancaster, South Carolina, in 2022 was 9,6."
"What was the Percent Low Birthweight Deliveries in Lancaster, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Lancaster, South Carolina, in 2022 was 9,9."
"What was the Percent Chronic Physical Health Conditions in Lancaster, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Lancaster, South Carolina, in 2022 was 25,8."
"What was the Percent Chronic Behavioral Health Conditions in Lancaster, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Lancaster, South Carolina, in 2022 was 34,2."
"What was the SMM Per 10000 Deliveries in Lancaster, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Lancaster, South Carolina, in 2022 was 75,9."
"What was the Percent Potentially Avoidable Primary Cesareans in Lancaster, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Lancaster, South Carolina, in 2022 was 26,9."
"What was the Maternity Care Desert in Lancaster, South Carolina, in 2022?","The Maternity Care Desert in Lancaster, South Carolina, in 2022 was Low Access to Care."
"What was the Maternal Vulnerability Index (MVI) Score in Lancaster, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Lancaster, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Lancaster, South Carolina, in 2022?","The MVI Reproductive Health in Lancaster, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Lancaster, South Carolina, in 2022?","The MVI Physical Health in Lancaster, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Lancaster, South Carolina, in 2022?","The MVI Mental Health in Lancaster, South Carolina, in 2022 was Med."
"What was the MVI General Health in Lancaster, South Carolina, in 2022?","The MVI General Health in Lancaster, South Carolina, in 2022 was High."
"What was the MVI Socioeconomic Determinants in Lancaster, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Lancaster, South Carolina, in 2022 was Med."
"What was the MVI Physical Environment in Lancaster, South Carolina, in 2022?","The MVI Physical Environment in Lancaster, South Carolina, in 2022 was Med."
"What was the population of Lancaster, South Carolina, in 2022?","The population of Lancaster, South Carolina, in 2022 was 96016."
"What is the area in square kilometers of Lancaster, South Carolina?","The area of Lancaster, South Carolina, is 1437,568231 square kilometers."
"What is the GNIS name associated with Lancaster, South Carolina?","The GNIS name associated with Lancaster, South Carolina, is Lancaster County."
"What was the Total Deliveries in Allendale, South Carolina, in 2022?","The Total Deliveries in Allendale, South Carolina, in 2022 was 61."
"What was the Percent Total Deliveries in Allendale, South Carolina, in 2022?","The Percent Total Deliveries in Allendale, South Carolina, in 2022 was 0,1."
"What was the Percent Medicaid Deliveries in Allendale, South Carolina, in 2022?","The Percent Medicaid Deliveries in Allendale, South Carolina, in 2022 was 90,2."
"What was the Percent Uninsured Deliveries in Allendale, South Carolina, in 2022?","The Percent Uninsured Deliveries in Allendale, South Carolina, in 2022 was 0."
"What was the Percent Rural Deliveries in Allendale, South Carolina, in 2022?","The Percent Rural Deliveries in Allendale, South Carolina, in 2022 was 57,4."
"What was the Percent Birthing Persons of Color in Allendale, South Carolina, in 2022?","The Percent Birthing Persons of Color in Allendale, South Carolina, in 2022 was 80,3."
"What was the Percent Black Non-Hispanic Birthing Persons in Allendale, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Allendale, South Carolina, in 2022 was 78,7."
"What was the Percent Hispanic Birthing Persons in Allendale, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Allendale, South Carolina, in 2022 was 1,6."
"What was the Percent Other Non-Hispanic Birthing Persons in Allendale, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Allendale, South Carolina, in 2022 was 0."
"What was the Percent Premature Deliveries in Allendale, South Carolina, in 2022?","The Percent Premature Deliveries in Allendale, South Carolina, in 2022 was 9,8."
"What was the Percent Low Birthweight Deliveries in Allendale, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Allendale, South Carolina, in 2022 was 6,6."
"What was the Percent Chronic Physical Health Conditions in Allendale, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Allendale, South Carolina, in 2022 was 27,9."
"What was the Percent Chronic Behavioral Health Conditions in Allendale, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Allendale, South Carolina, in 2022 was 16,4."
"What was the SMM Per 10000 Deliveries in Allendale, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Allendale, South Carolina, in 2022 was 163,9."
"What was the Percent Potentially Avoidable Primary Cesareans in Allendale, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Allendale, South Carolina, in 2022 was 4,5."
"What was the Maternity Care Desert in Allendale, South Carolina, in 2022?","The Maternity Care Desert in Allendale, South Carolina, in 2022 was Maternity Care Desert."
"What was the Maternal Vulnerability Index (MVI) Score in Allendale, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Allendale, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Allendale, South Carolina, in 2022?","The MVI Reproductive Health in Allendale, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Allendale, South Carolina, in 2022?","The MVI Physical Health in Allendale, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Allendale, South Carolina, in 2022?","The MVI Mental Health in Allendale, South Carolina, in 2022 was High."
"What was the MVI General Health in Allendale, South Carolina, in 2022?","The MVI General Health in Allendale, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Allendale, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Allendale, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Allendale, South Carolina, in 2022?","The MVI Physical Environment in Allendale, South Carolina, in 2022 was High."
"What was the population of Allendale, South Carolina, in 2022?","The population of Allendale, South Carolina, in 2022 was 8039."
"What is the area in square kilometers of Allendale, South Carolina?","The area of Allendale, South Carolina, is 1068,155061 square kilometers."
"What is the GNIS name associated with Allendale, South Carolina?","The GNIS name associated with Allendale, South Carolina, is Allendale County."
"What was the Total Deliveries in Lee, South Carolina, in 2022?","The Total Deliveries in Lee, South Carolina, in 2022 was 161."
"What was the Percent Total Deliveries in Lee, South Carolina, in 2022?","The Percent Total Deliveries in Lee, South Carolina, in 2022 was 0,3."
"What was the Percent Medicaid Deliveries in Lee, South Carolina, in 2022?","The Percent Medicaid Deliveries in Lee, South Carolina, in 2022 was 85,7."
"What was the Percent Uninsured Deliveries in Lee, South Carolina, in 2022?","The Percent Uninsured Deliveries in Lee, South Carolina, in 2022 was 0."
"What was the Percent Rural Deliveries in Lee, South Carolina, in 2022?","The Percent Rural Deliveries in Lee, South Carolina, in 2022 was 96,9."
"What was the Percent Birthing Persons of Color in Lee, South Carolina, in 2022?","The Percent Birthing Persons of Color in Lee, South Carolina, in 2022 was 71,4."
"What was the Percent Black Non-Hispanic Birthing Persons in Lee, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Lee, South Carolina, in 2022 was 69,6."
"What was the Percent Hispanic Birthing Persons in Lee, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Lee, South Carolina, in 2022 was 1,9."
"What was the Percent Other Non-Hispanic Birthing Persons in Lee, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Lee, South Carolina, in 2022 was 0."
"What was the Percent Premature Deliveries in Lee, South Carolina, in 2022?","The Percent Premature Deliveries in Lee, South Carolina, in 2022 was 17,4."
"What was the Percent Low Birthweight Deliveries in Lee, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Lee, South Carolina, in 2022 was 16,1."
"What was the Percent Chronic Physical Health Conditions in Lee, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Lee, South Carolina, in 2022 was 32,3."
"What was the Percent Chronic Behavioral Health Conditions in Lee, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Lee, South Carolina, in 2022 was 27,3."
"What was the SMM Per 10000 Deliveries in Lee, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Lee, South Carolina, in 2022 was 186,3."
"What was the Percent Potentially Avoidable Primary Cesareans in Lee, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Lee, South Carolina, in 2022 was 31,5."
"What was the Maternity Care Desert in Lee, South Carolina, in 2022?","The Maternity Care Desert in Lee, South Carolina, in 2022 was Maternity Care Desert."
"What was the Maternal Vulnerability Index (MVI) Score in Lee, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Lee, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Lee, South Carolina, in 2022?","The MVI Reproductive Health in Lee, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Lee, South Carolina, in 2022?","The MVI Physical Health in Lee, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Lee, South Carolina, in 2022?","The MVI Mental Health in Lee, South Carolina, in 2022 was Med."
"What was the MVI General Health in Lee, South Carolina, in 2022?","The MVI General Health in Lee, South Carolina, in 2022 was High."
"What was the MVI Socioeconomic Determinants in Lee, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Lee, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Lee, South Carolina, in 2022?","The MVI Physical Environment in Lee, South Carolina, in 2022 was High."
"What was the population of Lee, South Carolina, in 2022?","The population of Lee, South Carolina, in 2022 was 16531."
"What is the area in square kilometers of Lee, South Carolina?","The area of Lee, South Carolina, is 1065,087381 square kilometers."
"What is the GNIS name associated with Lee, South Carolina?","The GNIS name associated with Lee, South Carolina, is Lee County."
"What was the Total Deliveries in Clarendon, South Carolina, in 2022?","The Total Deliveries in Clarendon, South Carolina, in 2022 was 258."
"What was the Percent Total Deliveries in Clarendon, South Carolina, in 2022?","The Percent Total Deliveries in Clarendon, South Carolina, in 2022 was 0,5."
"What was the Percent Medicaid Deliveries in Clarendon, South Carolina, in 2022?","The Percent Medicaid Deliveries in Clarendon, South Carolina, in 2022 was 75,6."
"What was the Percent Uninsured Deliveries in Clarendon, South Carolina, in 2022?","The Percent Uninsured Deliveries in Clarendon, South Carolina, in 2022 was 0,8."
"What was the Percent Rural Deliveries in Clarendon, South Carolina, in 2022?","The Percent Rural Deliveries in Clarendon, South Carolina, in 2022 was 98,8."
"What was the Percent Birthing Persons of Color in Clarendon, South Carolina, in 2022?","The Percent Birthing Persons of Color in Clarendon, South Carolina, in 2022 was 51,9."
"What was the Percent Black Non-Hispanic Birthing Persons in Clarendon, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Clarendon, South Carolina, in 2022 was 45,3."
"What was the Percent Hispanic Birthing Persons in Clarendon, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Clarendon, South Carolina, in 2022 was 5,4."
"What was the Percent Other Non-Hispanic Birthing Persons in Clarendon, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Clarendon, South Carolina, in 2022 was 1,2."
"What was the Percent Premature Deliveries in Clarendon, South Carolina, in 2022?","The Percent Premature Deliveries in Clarendon, South Carolina, in 2022 was 15,1."
"What was the Percent Low Birthweight Deliveries in Clarendon, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Clarendon, South Carolina, in 2022 was 13,6."
"What was the Percent Chronic Physical Health Conditions in Clarendon, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Clarendon, South Carolina, in 2022 was 37,6."
"What was the Percent Chronic Behavioral Health Conditions in Clarendon, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Clarendon, South Carolina, in 2022 was 29,5."
"What was the SMM Per 10000 Deliveries in Clarendon, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Clarendon, South Carolina, in 2022 was 77,5."
"What was the Percent Potentially Avoidable Primary Cesareans in Clarendon, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Clarendon, South Carolina, in 2022 was 27,5."
"What was the Maternity Care Desert in Clarendon, South Carolina, in 2022?","The Maternity Care Desert in Clarendon, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Clarendon, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Clarendon, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Clarendon, South Carolina, in 2022?","The MVI Reproductive Health in Clarendon, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Clarendon, South Carolina, in 2022?","The MVI Physical Health in Clarendon, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Clarendon, South Carolina, in 2022?","The MVI Mental Health in Clarendon, South Carolina, in 2022 was Med."
"What was the MVI General Health in Clarendon, South Carolina, in 2022?","The MVI General Health in Clarendon, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Clarendon, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Clarendon, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Clarendon, South Carolina, in 2022?","The MVI Physical Environment in Clarendon, South Carolina, in 2022 was High."
"What was the population of Clarendon, South Carolina, in 2022?","The population of Clarendon, South Carolina, in 2022 was 31144."
"What is the area in square kilometers of Clarendon, South Carolina?","The area of Clarendon, South Carolina, is 1801,754358 square kilometers."
"What is the GNIS name associated with Clarendon, South Carolina?","The GNIS name associated with Clarendon, South Carolina, is Clarendon County."
"What was the Total Deliveries in Fairfield, South Carolina, in 2022?","The Total Deliveries in Fairfield, South Carolina, in 2022 was 153."
"What was the Percent Total Deliveries in Fairfield, South Carolina, in 2022?","The Percent Total Deliveries in Fairfield, South Carolina, in 2022 was 0,3."
"What was the Percent Medicaid Deliveries in Fairfield, South Carolina, in 2022?","The Percent Medicaid Deliveries in Fairfield, South Carolina, in 2022 was 79,1."
