prompt,completion
The value for Percent Medicaid Deliveries in Richland in 2022 was equal to?,"Yes, your answer is here, the Percent Medicaid Deliveries in Richland was equal to 61.2."
Can you provide some details regarding the value for Percent Medicaid Deliveries in Richland in 2022?,"Yes, your queried detail is here, the Percent Medicaid Deliveries in Richland was equal to 61.2."
"What was the Percent Uninsured Deliveries in Richland, Unknown, in 2022?","The Percent Uninsured Deliveries in Richland, Unknown, in 2022 was 1.5."
Can you tell me what was the Percent Uninsured Deliveries in Richland in 2022?,"Yes, your answer is here, the Percent Uninsured Deliveries in Richland was 1.5."
The value for Percent Uninsured Deliveries in Richland in 2022 was equal to?,"Yes, your answer is here, the Percent Uninsured Deliveries in Richland was equal to 1.5."
Can you provide some details regarding the value for Percent Uninsured Deliveries in Richland in 2022?,"Yes, your queried detail is here, the Percent Uninsured Deliveries in Richland was equal to 1.5."
"What was the Percent Black Non-Hispanic Birthing Persons in Richland, Unknown, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Richland, Unknown, in 2022 was 55.7."
Can you tell me what was the Percent Black Non-Hispanic Birthing Persons in Richland in 2022?,"Yes, your answer is here, the Percent Black Non-Hispanic Birthing Persons in Richland was 55.7."
The value for Percent Black Non-Hispanic Birthing Persons in Richland in 2022 was equal to?,"Yes, your answer is here, the Percent Black Non-Hispanic Birthing Persons in Richland was equal to 55.7."
Can you provide some details regarding the value for Percent Black Non-Hispanic Birthing Persons in Richland in 2022?,"Yes, your queried detail is here, the Percent Black Non-Hispanic Birthing Persons in Richland was equal to 55.7."
"What was the Percent Hispanic Birthing Persons in Richland, Unknown, in 2022?","The Percent Hispanic Birthing Persons in Richland, Unknown, in 2022 was 9.1."
Can you tell me what was the Percent Hispanic Birthing Persons in Richland in 2022?,"Yes, your answer is here, the Percent Hispanic Birthing Persons in Richland was 9.1."
The value for Percent Hispanic Birthing Persons in Richland in 2022 was equal to?,"Yes, your answer is here, the Percent Hispanic Birthing Persons in Richland was equal to 9.1."
Can you provide some details regarding the value for Percent Hispanic Birthing Persons in Richland in 2022?,"Yes, your queried detail is here, the Percent Hispanic Birthing Persons in Richland was equal to 9.1."
"What was the Percent Other Non-Hispanic Birthing Persons in Richland, Unknown, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Richland, Unknown, in 2022 was 3.2."
Can you tell me what was the Percent Other Non-Hispanic Birthing Persons in Richland in 2022?,"Yes, your answer is here, the Percent Other Non-Hispanic Birthing Persons in Richland was 3.2."
The value for Percent Other Non-Hispanic Birthing Persons in Richland in 2022 was equal to?,"Yes, your answer is here, the Percent Other Non-Hispanic Birthing Persons in Richland was equal to 3.2."
Can you provide some details regarding the value for Percent Other Non-Hispanic Birthing Persons in Richland in 2022?,"Yes, your queried detail is here, the Percent Other Non-Hispanic Birthing Persons in Richland was equal to 3.2."
"What was the Percent Premature Deliveries in Richland, Unknown, in 2022?","The Percent Premature Deliveries in Richland, Unknown, in 2022 was 11.9."
Can you tell me what was the Percent Premature Deliveries in Richland in 2022?,"Yes, your answer is here, the Percent Premature Deliveries in Richland was 11.9."
The value for Percent Premature Deliveries in Richland in 2022 was equal to?,"Yes, your answer is here, the Percent Premature Deliveries in Richland was equal to 11.9."
Can you provide some details regarding the value for Percent Premature Deliveries in Richland in 2022?,"Yes, your queried detail is here, the Percent Premature Deliveries in Richland was equal to 11.9."
"What was the Percent Low Birthweight Deliveries in Richland, Unknown, in 2022?","The Percent Low Birthweight Deliveries in Richland, Unknown, in 2022 was 12.1."
Can you tell me what was the Percent Low Birthweight Deliveries in Richland in 2022?,"Yes, your answer is here, the Percent Low Birthweight Deliveries in Richland was 12.1."
The value for Percent Low Birthweight Deliveries in Richland in 2022 was equal to?,"Yes, your answer is here, the Percent Low Birthweight Deliveries in Richland was equal to 12.1."
Can you provide some details regarding the value for Percent Low Birthweight Deliveries in Richland in 2022?,"Yes, your queried detail is here, the Percent Low Birthweight Deliveries in Richland was equal to 12.1."
"What was the Percent Chronic Physical Health Conditions in Richland, Unknown, in 2022?","The Percent Chronic Physical Health Conditions in Richland, Unknown, in 2022 was 28.3."
Can you tell me what was the Percent Chronic Physical Health Conditions in Richland in 2022?,"Yes, your answer is here, the Percent Chronic Physical Health Conditions in Richland was 28.3."
The value for Percent Chronic Physical Health Conditions in Richland in 2022 was equal to?,"Yes, your answer is here, the Percent Chronic Physical Health Conditions in Richland was equal to 28.3."
Can you provide some details regarding the value for Percent Chronic Physical Health Conditions in Richland in 2022?,"Yes, your queried detail is here, the Percent Chronic Physical Health Conditions in Richland was equal to 28.3."
"What was the Percent Chronic Behavioral Health Conditions in Richland, Unknown, in 2022?","The Percent Chronic Behavioral Health Conditions in Richland, Unknown, in 2022 was 23.5."
Can you tell me what was the Percent Chronic Behavioral Health Conditions in Richland in 2022?,"Yes, your answer is here, the Percent Chronic Behavioral Health Conditions in Richland was 23.5."
The value for Percent Chronic Behavioral Health Conditions in Richland in 2022 was equal to?,"Yes, your answer is here, the Percent Chronic Behavioral Health Conditions in Richland was equal to 23.5."
Can you provide some details regarding the value for Percent Chronic Behavioral Health Conditions in Richland in 2022?,"Yes, your queried detail is here, the Percent Chronic Behavioral Health Conditions in Richland was equal to 23.5."
"What was the SMM Per 10000 Deliveries in Richland, Unknown, in 2022?","The SMM Per 10000 Deliveries in Richland, Unknown, in 2022 was 71.2."
Can you tell me what was the SMM Per 10000 Deliveries in Richland in 2022?,"Yes, your answer is here, the SMM Per 10000 Deliveries in Richland was 71.2."
The value for SMM Per 10000 Deliveries in Richland in 2022 was equal to?,"Yes, your answer is here, the SMM Per 10000 Deliveries in Richland was equal to 71.2."
Can you provide some details regarding the value for SMM Per 10000 Deliveries in Richland in 2022?,"Yes, your queried detail is here, the SMM Per 10000 Deliveries in Richland was equal to 71.2."
"What was the Percent Potentially Avoidable Primary Cesareans in Richland, Unknown, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Richland, Unknown, in 2022 was 23.5."
Can you tell me what was the Percent Potentially Avoidable Primary Cesareans in Richland in 2022?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Richland was 23.5."
The value for Percent Potentially Avoidable Primary Cesareans in Richland in 2022 was equal to?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Richland was equal to 23.5."
Can you provide some details regarding the value for Percent Potentially Avoidable Primary Cesareans in Richland in 2022?,"Yes, your queried detail is here, the Percent Potentially Avoidable Primary Cesareans in Richland was equal to 23.5."
"What was the Maternity Care Desert in Richland, Unknown, in 2022?","The Maternity Care Desert in Richland, Unknown, in 2022 was Access to Maternity Care."
Can you tell me what was the Maternity Care Desert in Richland in 2022?,"Yes, your answer is here, the Maternity Care Desert in Richland was Access to Maternity Care."
The value for Maternity Care Desert in Richland in 2022 was equal to?,"Yes, your answer is here, the Maternity Care Desert in Richland was equal to Access to Maternity Care."
Can you provide some details regarding the value for Maternity Care Desert in Richland in 2022?,"Yes, your queried detail is here, the Maternity Care Desert in Richland was equal to Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Richland, Unknown, in 2022?","The Maternal Vulnerability Index (MVI) Score in Richland, Unknown, in 2022 was Med."
Can you tell me what was the Maternal Vulnerability Index (MVI) Score in Richland in 2022?,"Yes, your answer is here, the Maternal Vulnerability Index (MVI) Score in Richland was Med."
The value for Maternal Vulnerability Index (MVI) Score in Richland in 2022 was equal to?,"Yes, your answer is here, the Maternal Vulnerability Index (MVI) Score in Richland was equal to Med."
Can you provide some details regarding the value for Maternal Vulnerability Index (MVI) Score in Richland in 2022?,"Yes, your queried detail is here, the Maternal Vulnerability Index (MVI) Score in Richland was equal to Med."
"What was the MVI Reproductive Health in Richland, Unknown, in 2022?","The MVI Reproductive Health in Richland, Unknown, in 2022 was Med."
Can you tell me what was the MVI Reproductive Health in Richland in 2022?,"Yes, your answer is here, the MVI Reproductive Health in Richland was Med."
The value for MVI Reproductive Health in Richland in 2022 was equal to?,"Yes, your answer is here, the MVI Reproductive Health in Richland was equal to Med."
Can you provide some details regarding the value for MVI Reproductive Health in Richland in 2022?,"Yes, your queried detail is here, the MVI Reproductive Health in Richland was equal to Med."
"What was the MVI Physical Health in Richland, Unknown, in 2022?","The MVI Physical Health in Richland, Unknown, in 2022 was Med."
Can you tell me what was the MVI Physical Health in Richland in 2022?,"Yes, your answer is here, the MVI Physical Health in Richland was Med."
The value for MVI Physical Health in Richland in 2022 was equal to?,"Yes, your answer is here, the MVI Physical Health in Richland was equal to Med."
Can you provide some details regarding the value for MVI Physical Health in Richland in 2022?,"Yes, your queried detail is here, the MVI Physical Health in Richland was equal to Med."
"What was the MVI Mental Health in Richland, Unknown, in 2022?","The MVI Mental Health in Richland, Unknown, in 2022 was Med."
Can you tell me what was the MVI Mental Health in Richland in 2022?,"Yes, your answer is here, the MVI Mental Health in Richland was Med."
The value for MVI Mental Health in Richland in 2022 was equal to?,"Yes, your answer is here, the MVI Mental Health in Richland was equal to Med."
Can you provide some details regarding the value for MVI Mental Health in Richland in 2022?,"Yes, your queried detail is here, the MVI Mental Health in Richland was equal to Med."
"What was the MVI General Health in Richland, Unknown, in 2022?","The MVI General Health in Richland, Unknown, in 2022 was Low."
Can you tell me what was the MVI General Health in Richland in 2022?,"Yes, your answer is here, the MVI General Health in Richland was Low."
The value for MVI General Health in Richland in 2022 was equal to?,"Yes, your answer is here, the MVI General Health in Richland was equal to Low."
Can you provide some details regarding the value for MVI General Health in Richland in 2022?,"Yes, your queried detail is here, the MVI General Health in Richland was equal to Low."
"What was the MVI Socioeconomic Determinants in Richland, Unknown, in 2022?","The MVI Socioeconomic Determinants in Richland, Unknown, in 2022 was Med."
Can you tell me what was the MVI Socioeconomic Determinants in Richland in 2022?,"Yes, your answer is here, the MVI Socioeconomic Determinants in Richland was Med."
The value for MVI Socioeconomic Determinants in Richland in 2022 was equal to?,"Yes, your answer is here, the MVI Socioeconomic Determinants in Richland was equal to Med."
Can you provide some details regarding the value for MVI Socioeconomic Determinants in Richland in 2022?,"Yes, your queried detail is here, the MVI Socioeconomic Determinants in Richland was equal to Med."
"What was the MVI Physical Environment in Richland, Unknown, in 2022?","The MVI Physical Environment in Richland, Unknown, in 2022 was High."
Can you tell me what was the MVI Physical Environment in Richland in 2022?,"Yes, your answer is here, the MVI Physical Environment in Richland was High."
The value for MVI Physical Environment in Richland in 2022 was equal to?,"Yes, your answer is here, the MVI Physical Environment in Richland was equal to High."
Can you provide some details regarding the value for MVI Physical Environment in Richland in 2022?,"Yes, your queried detail is here, the MVI Physical Environment in Richland was equal to High."
"What was the Total Deliveries in Horry, Unknown, in 2022?","The Total Deliveries in Horry, Unknown, in 2022 was 3068."
Can you tell me what was the Total Deliveries in Horry in 2022?,"Yes, your answer is here, the Total Deliveries in Horry was 3068."
The value for Total Deliveries in Horry in 2022 was equal to?,"Yes, your answer is here, the Total Deliveries in Horry was equal to 3068."
Can you provide some details regarding the value for Total Deliveries in Horry in 2022?,"Yes, your queried detail is here, the Total Deliveries in Horry was equal to 3068."
"What was the Percent Total Deliveries in Horry, Unknown, in 2022?","The Percent Total Deliveries in Horry, Unknown, in 2022 was 6.4."
Can you tell me what was the Percent Total Deliveries in Horry in 2022?,"Yes, your answer is here, the Percent Total Deliveries in Horry was 6.4."
The value for Percent Total Deliveries in Horry in 2022 was equal to?,"Yes, your answer is here, the Percent Total Deliveries in Horry was equal to 6.4."
Can you provide some details regarding the value for Percent Total Deliveries in Horry in 2022?,"Yes, your queried detail is here, the Percent Total Deliveries in Horry was equal to 6.4."
"What was the Percent Medicaid Deliveries in Horry, Unknown, in 2022?","The Percent Medicaid Deliveries in Horry, Unknown, in 2022 was 69.2."
Can you tell me what was the Percent Medicaid Deliveries in Horry in 2022?,"Yes, your answer is here, the Percent Medicaid Deliveries in Horry was 69.2."
The value for Percent Medicaid Deliveries in Horry in 2022 was equal to?,"Yes, your answer is here, the Percent Medicaid Deliveries in Horry was equal to 69.2."
Can you provide some details regarding the value for Percent Medicaid Deliveries in Horry in 2022?,"Yes, your queried detail is here, the Percent Medicaid Deliveries in Horry was equal to 69.2."
"What was the Percent Uninsured Deliveries in Horry, Unknown, in 2022?","The Percent Uninsured Deliveries in Horry, Unknown, in 2022 was 0.8."
Can you tell me what was the Percent Uninsured Deliveries in Horry in 2022?,"Yes, your answer is here, the Percent Uninsured Deliveries in Horry was 0.8."
The value for Percent Uninsured Deliveries in Horry in 2022 was equal to?,"Yes, your answer is here, the Percent Uninsured Deliveries in Horry was equal to 0.8."
Can you provide some details regarding the value for Percent Uninsured Deliveries in Horry in 2022?,"Yes, your queried detail is here, the Percent Uninsured Deliveries in Horry was equal to 0.8."
"What was the Percent Black Non-Hispanic Birthing Persons in Horry, Unknown, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Horry, Unknown, in 2022 was 18.9."
Can you tell me what was the Percent Black Non-Hispanic Birthing Persons in Horry in 2022?,"Yes, your answer is here, the Percent Black Non-Hispanic Birthing Persons in Horry was 18.9."
The value for Percent Black Non-Hispanic Birthing Persons in Horry in 2022 was equal to?,"Yes, your answer is here, the Percent Black Non-Hispanic Birthing Persons in Horry was equal to 18.9."
Can you provide some details regarding the value for Percent Black Non-Hispanic Birthing Persons in Horry in 2022?,"Yes, your queried detail is here, the Percent Black Non-Hispanic Birthing Persons in Horry was equal to 18.9."
"What was the Percent Hispanic Birthing Persons in Horry, Unknown, in 2022?","The Percent Hispanic Birthing Persons in Horry, Unknown, in 2022 was 16.4."
Can you tell me what was the Percent Hispanic Birthing Persons in Horry in 2022?,"Yes, your answer is here, the Percent Hispanic Birthing Persons in Horry was 16.4."
The value for Percent Hispanic Birthing Persons in Horry in 2022 was equal to?,"Yes, your answer is here, the Percent Hispanic Birthing Persons in Horry was equal to 16.4."
Can you provide some details regarding the value for Percent Hispanic Birthing Persons in Horry in 2022?,"Yes, your queried detail is here, the Percent Hispanic Birthing Persons in Horry was equal to 16.4."
"What was the Percent Other Non-Hispanic Birthing Persons in Horry, Unknown, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Horry, Unknown, in 2022 was 3.2."
Can you tell me what was the Percent Other Non-Hispanic Birthing Persons in Horry in 2022?,"Yes, your answer is here, the Percent Other Non-Hispanic Birthing Persons in Horry was 3.2."
The value for Percent Other Non-Hispanic Birthing Persons in Horry in 2022 was equal to?,"Yes, your answer is here, the Percent Other Non-Hispanic Birthing Persons in Horry was equal to 3.2."
Can you provide some details regarding the value for Percent Other Non-Hispanic Birthing Persons in Horry in 2022?,"Yes, your queried detail is here, the Percent Other Non-Hispanic Birthing Persons in Horry was equal to 3.2."
"What was the Percent Premature Deliveries in Horry, Unknown, in 2022?","The Percent Premature Deliveries in Horry, Unknown, in 2022 was 11.1."
Can you tell me what was the Percent Premature Deliveries in Horry in 2022?,"Yes, your answer is here, the Percent Premature Deliveries in Horry was 11.1."
The value for Percent Premature Deliveries in Horry in 2022 was equal to?,"Yes, your answer is here, the Percent Premature Deliveries in Horry was equal to 11.1."
Can you provide some details regarding the value for Percent Premature Deliveries in Horry in 2022?,"Yes, your queried detail is here, the Percent Premature Deliveries in Horry was equal to 11.1."
"What was the Percent Low Birthweight Deliveries in Horry, Unknown, in 2022?","The Percent Low Birthweight Deliveries in Horry, Unknown, in 2022 was 8.4."
Can you tell me what was the Percent Low Birthweight Deliveries in Horry in 2022?,"Yes, your answer is here, the Percent Low Birthweight Deliveries in Horry was 8.4."
The value for Percent Low Birthweight Deliveries in Horry in 2022 was equal to?,"Yes, your answer is here, the Percent Low Birthweight Deliveries in Horry was equal to 8.4."
Can you provide some details regarding the value for Percent Low Birthweight Deliveries in Horry in 2022?,"Yes, your queried detail is here, the Percent Low Birthweight Deliveries in Horry was equal to 8.4."
"What was the Percent Chronic Physical Health Conditions in Horry, Unknown, in 2022?","The Percent Chronic Physical Health Conditions in Horry, Unknown, in 2022 was 21.8."
Can you tell me what was the Percent Chronic Physical Health Conditions in Horry in 2022?,"Yes, your answer is here, the Percent Chronic Physical Health Conditions in Horry was 21.8."
The value for Percent Chronic Physical Health Conditions in Horry in 2022 was equal to?,"Yes, your answer is here, the Percent Chronic Physical Health Conditions in Horry was equal to 21.8."
Can you provide some details regarding the value for Percent Chronic Physical Health Conditions in Horry in 2022?,"Yes, your queried detail is here, the Percent Chronic Physical Health Conditions in Horry was equal to 21.8."
"What was the Percent Chronic Behavioral Health Conditions in Horry, Unknown, in 2022?","The Percent Chronic Behavioral Health Conditions in Horry, Unknown, in 2022 was 22.1."
Can you tell me what was the Percent Chronic Behavioral Health Conditions in Horry in 2022?,"Yes, your answer is here, the Percent Chronic Behavioral Health Conditions in Horry was 22.1."
The value for Percent Chronic Behavioral Health Conditions in Horry in 2022 was equal to?,"Yes, your answer is here, the Percent Chronic Behavioral Health Conditions in Horry was equal to 22.1."
Can you provide some details regarding the value for Percent Chronic Behavioral Health Conditions in Horry in 2022?,"Yes, your queried detail is here, the Percent Chronic Behavioral Health Conditions in Horry was equal to 22.1."
"What was the SMM Per 10000 Deliveries in Horry, Unknown, in 2022?","The SMM Per 10000 Deliveries in Horry, Unknown, in 2022 was 61.9."
Can you tell me what was the SMM Per 10000 Deliveries in Horry in 2022?,"Yes, your answer is here, the SMM Per 10000 Deliveries in Horry was 61.9."
The value for SMM Per 10000 Deliveries in Horry in 2022 was equal to?,"Yes, your answer is here, the SMM Per 10000 Deliveries in Horry was equal to 61.9."
Can you provide some details regarding the value for SMM Per 10000 Deliveries in Horry in 2022?,"Yes, your queried detail is here, the SMM Per 10000 Deliveries in Horry was equal to 61.9."
"What was the Percent Potentially Avoidable Primary Cesareans in Horry, Unknown, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Horry, Unknown, in 2022 was 26.4."
Can you tell me what was the Percent Potentially Avoidable Primary Cesareans in Horry in 2022?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Horry was 26.4."
The value for Percent Potentially Avoidable Primary Cesareans in Horry in 2022 was equal to?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Horry was equal to 26.4."
Can you provide some details regarding the value for Percent Potentially Avoidable Primary Cesareans in Horry in 2022?,"Yes, your queried detail is here, the Percent Potentially Avoidable Primary Cesareans in Horry was equal to 26.4."
"What was the Maternity Care Desert in Horry, Unknown, in 2022?","The Maternity Care Desert in Horry, Unknown, in 2022 was Access to Maternity Care."
Can you tell me what was the Maternity Care Desert in Horry in 2022?,"Yes, your answer is here, the Maternity Care Desert in Horry was Access to Maternity Care."
The value for Maternity Care Desert in Horry in 2022 was equal to?,"Yes, your answer is here, the Maternity Care Desert in Horry was equal to Access to Maternity Care."
Can you provide some details regarding the value for Maternity Care Desert in Horry in 2022?,"Yes, your queried detail is here, the Maternity Care Desert in Horry was equal to Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Horry, Unknown, in 2022?","The Maternal Vulnerability Index (MVI) Score in Horry, Unknown, in 2022 was High."
Can you tell me what was the Maternal Vulnerability Index (MVI) Score in Horry in 2022?,"Yes, your answer is here, the Maternal Vulnerability Index (MVI) Score in Horry was High."
The value for Maternal Vulnerability Index (MVI) Score in Horry in 2022 was equal to?,"Yes, your answer is here, the Maternal Vulnerability Index (MVI) Score in Horry was equal to High."
Can you provide some details regarding the value for Maternal Vulnerability Index (MVI) Score in Horry in 2022?,"Yes, your queried detail is here, the Maternal Vulnerability Index (MVI) Score in Horry was equal to High."
"What was the MVI Reproductive Health in Horry, Unknown, in 2022?","The MVI Reproductive Health in Horry, Unknown, in 2022 was Med."
Can you tell me what was the MVI Reproductive Health in Horry in 2022?,"Yes, your answer is here, the MVI Reproductive Health in Horry was Med."
The value for MVI Reproductive Health in Horry in 2022 was equal to?,"Yes, your answer is here, the MVI Reproductive Health in Horry was equal to Med."
Can you provide some details regarding the value for MVI Reproductive Health in Horry in 2022?,"Yes, your queried detail is here, the MVI Reproductive Health in Horry was equal to Med."
"What was the MVI Physical Health in Horry, Unknown, in 2022?","The MVI Physical Health in Horry, Unknown, in 2022 was High."
Can you tell me what was the MVI Physical Health in Horry in 2022?,"Yes, your answer is here, the MVI Physical Health in Horry was High."
The value for MVI Physical Health in Horry in 2022 was equal to?,"Yes, your answer is here, the MVI Physical Health in Horry was equal to High."
Can you provide some details regarding the value for MVI Physical Health in Horry in 2022?,"Yes, your queried detail is here, the MVI Physical Health in Horry was equal to High."
"What was the MVI Mental Health in Horry, Unknown, in 2022?","The MVI Mental Health in Horry, Unknown, in 2022 was High."
Can you tell me what was the MVI Mental Health in Horry in 2022?,"Yes, your answer is here, the MVI Mental Health in Horry was High."
The value for MVI Mental Health in Horry in 2022 was equal to?,"Yes, your answer is here, the MVI Mental Health in Horry was equal to High."
Can you provide some details regarding the value for MVI Mental Health in Horry in 2022?,"Yes, your queried detail is here, the MVI Mental Health in Horry was equal to High."
"What was the MVI General Health in Horry, Unknown, in 2022?","The MVI General Health in Horry, Unknown, in 2022 was Med."
Can you tell me what was the MVI General Health in Horry in 2022?,"Yes, your answer is here, the MVI General Health in Horry was Med."
The value for MVI General Health in Horry in 2022 was equal to?,"Yes, your answer is here, the MVI General Health in Horry was equal to Med."
Can you provide some details regarding the value for MVI General Health in Horry in 2022?,"Yes, your queried detail is here, the MVI General Health in Horry was equal to Med."
"What was the MVI Socioeconomic Determinants in Horry, Unknown, in 2022?","The MVI Socioeconomic Determinants in Horry, Unknown, in 2022 was Med."
Can you tell me what was the MVI Socioeconomic Determinants in Horry in 2022?,"Yes, your answer is here, the MVI Socioeconomic Determinants in Horry was Med."
The value for MVI Socioeconomic Determinants in Horry in 2022 was equal to?,"Yes, your answer is here, the MVI Socioeconomic Determinants in Horry was equal to Med."
Can you provide some details regarding the value for MVI Socioeconomic Determinants in Horry in 2022?,"Yes, your queried detail is here, the MVI Socioeconomic Determinants in Horry was equal to Med."
"What was the MVI Physical Environment in Horry, Unknown, in 2022?","The MVI Physical Environment in Horry, Unknown, in 2022 was Med."
Can you tell me what was the MVI Physical Environment in Horry in 2022?,"Yes, your answer is here, the MVI Physical Environment in Horry was Med."
The value for MVI Physical Environment in Horry in 2022 was equal to?,"Yes, your answer is here, the MVI Physical Environment in Horry was equal to Med."
Can you provide some details regarding the value for MVI Physical Environment in Horry in 2022?,"Yes, your queried detail is here, the MVI Physical Environment in Horry was equal to Med."
"What was the Total Deliveries in Abbeville, Unknown, in 2022?","The Total Deliveries in Abbeville, Unknown, in 2022 was 187."
Can you tell me what was the Total Deliveries in Abbeville in 2022?,"Yes, your answer is here, the Total Deliveries in Abbeville was 187."
The value for Total Deliveries in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Total Deliveries in Abbeville was equal to 187."
Can you provide some details regarding the value for Total Deliveries in Abbeville in 2022?,"Yes, your queried detail is here, the Total Deliveries in Abbeville was equal to 187."
"What was the Percent Total Deliveries in Abbeville, Unknown, in 2022?","The Percent Total Deliveries in Abbeville, Unknown, in 2022 was 0.4."
Can you tell me what was the Percent Total Deliveries in Abbeville in 2022?,"Yes, your answer is here, the Percent Total Deliveries in Abbeville was 0.4."
The value for Percent Total Deliveries in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Percent Total Deliveries in Abbeville was equal to 0.4."
Can you provide some details regarding the value for Percent Total Deliveries in Abbeville in 2022?,"Yes, your queried detail is here, the Percent Total Deliveries in Abbeville was equal to 0.4."
"What was the Percent Medicaid Deliveries in Abbeville, Unknown, in 2022?","The Percent Medicaid Deliveries in Abbeville, Unknown, in 2022 was 67.4."
Can you tell me what was the Percent Medicaid Deliveries in Abbeville in 2022?,"Yes, your answer is here, the Percent Medicaid Deliveries in Abbeville was 67.4."
The value for Percent Medicaid Deliveries in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Percent Medicaid Deliveries in Abbeville was equal to 67.4."
Can you provide some details regarding the value for Percent Medicaid Deliveries in Abbeville in 2022?,"Yes, your queried detail is here, the Percent Medicaid Deliveries in Abbeville was equal to 67.4."
"What was the Percent Uninsured Deliveries in Abbeville, Unknown, in 2022?","The Percent Uninsured Deliveries in Abbeville, Unknown, in 2022 was 2.7."
Can you tell me what was the Percent Uninsured Deliveries in Abbeville in 2022?,"Yes, your answer is here, the Percent Uninsured Deliveries in Abbeville was 2.7."
The value for Percent Uninsured Deliveries in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Percent Uninsured Deliveries in Abbeville was equal to 2.7."
Can you provide some details regarding the value for Percent Uninsured Deliveries in Abbeville in 2022?,"Yes, your queried detail is here, the Percent Uninsured Deliveries in Abbeville was equal to 2.7."
"What was the Percent Black Non-Hispanic Birthing Persons in Abbeville, Unknown, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Abbeville, Unknown, in 2022 was 31.6."
Can you tell me what was the Percent Black Non-Hispanic Birthing Persons in Abbeville in 2022?,"Yes, your answer is here, the Percent Black Non-Hispanic Birthing Persons in Abbeville was 31.6."
The value for Percent Black Non-Hispanic Birthing Persons in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Percent Black Non-Hispanic Birthing Persons in Abbeville was equal to 31.6."
Can you provide some details regarding the value for Percent Black Non-Hispanic Birthing Persons in Abbeville in 2022?,"Yes, your queried detail is here, the Percent Black Non-Hispanic Birthing Persons in Abbeville was equal to 31.6."
"What was the Percent Hispanic Birthing Persons in Abbeville, Unknown, in 2022?","The Percent Hispanic Birthing Persons in Abbeville, Unknown, in 2022 was 1.6."
Can you tell me what was the Percent Hispanic Birthing Persons in Abbeville in 2022?,"Yes, your answer is here, the Percent Hispanic Birthing Persons in Abbeville was 1.6."
The value for Percent Hispanic Birthing Persons in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Percent Hispanic Birthing Persons in Abbeville was equal to 1.6."
Can you provide some details regarding the value for Percent Hispanic Birthing Persons in Abbeville in 2022?,"Yes, your queried detail is here, the Percent Hispanic Birthing Persons in Abbeville was equal to 1.6."
"What was the Percent Other Non-Hispanic Birthing Persons in Abbeville, Unknown, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Abbeville, Unknown, in 2022 was 0.0."
Can you tell me what was the Percent Other Non-Hispanic Birthing Persons in Abbeville in 2022?,"Yes, your answer is here, the Percent Other Non-Hispanic Birthing Persons in Abbeville was 0.0."
The value for Percent Other Non-Hispanic Birthing Persons in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Percent Other Non-Hispanic Birthing Persons in Abbeville was equal to 0.0."
Can you provide some details regarding the value for Percent Other Non-Hispanic Birthing Persons in Abbeville in 2022?,"Yes, your queried detail is here, the Percent Other Non-Hispanic Birthing Persons in Abbeville was equal to 0.0."
"What was the Percent Premature Deliveries in Abbeville, Unknown, in 2022?","The Percent Premature Deliveries in Abbeville, Unknown, in 2022 was 10.2."
Can you tell me what was the Percent Premature Deliveries in Abbeville in 2022?,"Yes, your answer is here, the Percent Premature Deliveries in Abbeville was 10.2."
The value for Percent Premature Deliveries in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Percent Premature Deliveries in Abbeville was equal to 10.2."
Can you provide some details regarding the value for Percent Premature Deliveries in Abbeville in 2022?,"Yes, your queried detail is here, the Percent Premature Deliveries in Abbeville was equal to 10.2."
"What was the Percent Low Birthweight Deliveries in Abbeville, Unknown, in 2022?","The Percent Low Birthweight Deliveries in Abbeville, Unknown, in 2022 was 5.9."
Can you tell me what was the Percent Low Birthweight Deliveries in Abbeville in 2022?,"Yes, your answer is here, the Percent Low Birthweight Deliveries in Abbeville was 5.9."
The value for Percent Low Birthweight Deliveries in Abbeville in 2022 was equal to?,"Yes, your answer is here, the Percent Low Birthweight Deliveries in Abbeville was equal to 5.9."
Can you provide some details regarding the value for Percent Low Birthweight Deliveries in Abbeville in 2022?,"Yes, your queried detail is here, the Percent Low Birthweight Deliveries in Abbeville was equal to 5.9."
